arrival_time,length,cpus
0.0,0.75,4
0.0,19.083333333333332,4
0.0,6.0,4
0.0,4.25,2
0.0,1.25,4
0.0,53.083333333333336,4
0.0,42.333333333333336,2
0.0,20.666666666666668,2
0.0,3.4166666666666665,4
0.0,2.8333333333333335,2
0.0,7.0,2
0.0,8.0,2
0.0,22.75,2
0.0,5.333333333333333,2
0.0,1.5,4
0.0,24.583333333333332,4
0.0,63.333333333333336,4
0.0,29.5,4
0.0,7.083333333333333,2
0.0,0.5,2
0.0,60.0,2
0.0,0.5833333333333334,2
0.0,5.916666666666667,2
0.0,4.0,2
0.0,17.166666666666668,24
0.0,3.0833333333333335,2
0.0,10.666666666666666,8
0.0,61.833333333333336,2
0.0,29.333333333333332,2
0.0,4.083333333333333,2
0.0,24.416666666666668,8
0.0,6.833333333333333,2
0.0,4.25,2
0.0,4.083333333333333,2
0.0,6.0,2
0.0,1.0833333333333333,2
0.0,17.916666666666668,4
0.0,0.4166666666666667,4
0.0,1.0,8
0.0,31.083333333333332,2
0.0,27.0,2
0.0,3.5833333333333335,24
0.0,42.5,2
0.0,24.416666666666668,4
0.0,16.916666666666668,2
0.0,7.75,4
0.0,9.916666666666666,2
0.0,2.9166666666666665,4
0.0,63.916666666666664,2
0.0,44.0,4
0.0,49.666666666666664,2
0.0,5.916666666666667,2
0.0,9.583333333333334,2
0.0,2.25,2
0.0,5.166666666666667,2
0.0,6.75,2
0.0,3.0833333333333335,2
0.0,1.6666666666666667,8
0.0,12.583333333333334,2
0.0,7.0,2
0.0,49.416666666666664,2
0.0,16.833333333333332,2
0.0,5.583333333333333,2
0.0,11.583333333333334,2
0.0,47.166666666666664,2
0.0,9.333333333333334,2
0.0,0.16666666666666666,4
0.0,0.75,4
0.25,0.8333333333333334,4
0.25,1.0833333333333333,2
0.25,0.75,4
0.3333333333333333,0.16666666666666666,2
0.3333333333333333,0.5833333333333334,2
0.3333333333333333,0.4166666666666667,2
0.4166666666666667,0.5833333333333334,2
0.5833333333333334,1.9166666666666667,2
0.6666666666666666,2.8333333333333335,2
0.75,0.25,8
0.75,0.4166666666666667,2
0.75,0.6666666666666666,4
0.9166666666666666,0.16666666666666666,2
0.9166666666666666,2.1666666666666665,4
1.0,7.666666666666667,2
1.0,2.1666666666666665,4
1.0833333333333333,8.166666666666666,2
1.1666666666666667,0.16666666666666666,2
1.25,0.6666666666666666,4
1.3333333333333333,0.16666666666666666,2
1.75,1.0,8
1.75,71.66666666666667,2
1.8333333333333333,0.3333333333333333,2
1.8333333333333333,1.0,2
1.8333333333333333,0.16666666666666666,2
1.9166666666666667,0.16666666666666666,2
2.0,0.4166666666666667,8
2.0,0.25,8
2.0833333333333335,0.16666666666666666,8
2.0833333333333335,0.25,2
2.25,3.3333333333333335,2
2.25,7.25,2
2.4166666666666665,2.8333333333333335,2
2.4166666666666665,0.25,2
2.5,0.8333333333333334,2
2.5833333333333335,0.25,2
2.6666666666666665,4.25,8
2.6666666666666665,1.5,2
2.75,4.166666666666667,8
2.9166666666666665,1.3333333333333333,2
3.1666666666666665,0.9166666666666666,2
3.25,0.25,2
3.3333333333333335,0.16666666666666666,2
3.3333333333333335,0.16666666666666666,4
3.5833333333333335,0.16666666666666666,2
3.5833333333333335,0.5833333333333334,2
3.6666666666666665,0.5833333333333334,2
3.8333333333333335,0.4166666666666667,8
3.8333333333333335,8.666666666666666,2
3.8333333333333335,1.0,2
3.9166666666666665,0.3333333333333333,8
4.083333333333333,2.25,24
4.333333333333333,0.5,2
4.416666666666667,2.0,2
4.416666666666667,3.3333333333333335,2
4.416666666666667,0.16666666666666666,2
4.5,29.333333333333332,2
4.5,0.16666666666666666,2
4.583333333333333,0.16666666666666666,2
4.916666666666667,0.4166666666666667,2
5.416666666666667,0.16666666666666666,2
5.416666666666667,0.4166666666666667,8
5.5,0.25,4
5.5,0.16666666666666666,8
5.583333333333333,1.75,2
5.583333333333333,0.75,4
5.666666666666667,17.0,8
5.666666666666667,2.0,2
5.75,0.6666666666666666,4
5.75,0.5,8
6.083333333333333,0.25,2
6.166666666666667,1.1666666666666667,2
6.25,16.0,4
6.25,0.25,2
6.5,0.6666666666666666,4
6.583333333333333,0.5833333333333334,2
6.75,0.9166666666666666,4
6.75,1.0,4
6.833333333333333,3.4166666666666665,2
7.083333333333333,0.4166666666666667,2
7.083333333333333,0.16666666666666666,8
7.25,0.5,2
7.333333333333333,0.9166666666666666,2
7.583333333333333,0.16666666666666666,4
7.666666666666667,0.16666666666666666,4
7.833333333333333,1.0833333333333333,4
7.833333333333333,19.5,2
7.833333333333333,0.4166666666666667,2
7.833333333333333,9.75,2
8.25,0.25,4
8.5,0.8333333333333334,4
8.583333333333334,0.25,4
8.666666666666666,0.4166666666666667,4
8.666666666666666,0.16666666666666666,4
8.916666666666666,0.75,4
9.0,0.25,2
9.083333333333334,0.5833333333333334,8
9.083333333333334,0.16666666666666666,4
9.166666666666666,0.25,2
9.166666666666666,0.16666666666666666,2
9.333333333333334,0.75,4
9.333333333333334,0.16666666666666666,2
9.5,0.16666666666666666,4
9.583333333333334,17.0,2
9.916666666666666,0.25,24
10.083333333333334,2.9166666666666665,2
10.083333333333334,12.083333333333334,2
10.333333333333334,0.16666666666666666,2
10.416666666666666,11.833333333333334,2
10.416666666666666,0.16666666666666666,2
10.5,0.5,2
10.583333333333334,69.83333333333333,2
10.666666666666666,0.9166666666666666,2
10.75,0.8333333333333334,2
10.916666666666666,11.25,2
10.916666666666666,0.16666666666666666,4
11.0,0.9166666666666666,8
11.0,1.25,2
11.0,11.25,2
11.166666666666666,8.25,8
11.25,0.3333333333333333,4
11.5,13.916666666666666,4
11.583333333333334,0.8333333333333334,4
11.75,0.16666666666666666,2
11.75,1.75,24
11.75,1.5833333333333333,4
11.75,0.5,2
11.833333333333334,0.5833333333333334,2
11.833333333333334,0.16666666666666666,4
11.916666666666666,0.16666666666666666,2
11.916666666666666,0.75,4
12.0,0.3333333333333333,2
12.333333333333334,0.5833333333333334,2
12.416666666666666,0.5,2
12.416666666666666,0.16666666666666666,2
12.583333333333334,16.5,2
12.666666666666666,0.16666666666666666,4
12.75,1.3333333333333333,8
12.916666666666666,0.3333333333333333,4
13.083333333333334,11.583333333333334,8
13.166666666666666,2.9166666666666665,2
13.416666666666666,0.16666666666666666,4
13.5,0.9166666666666666,4
14.0,1.6666666666666667,2
14.083333333333334,0.16666666666666666,4
14.083333333333334,0.3333333333333333,4
14.166666666666666,3.4166666666666665,4
14.166666666666666,0.5833333333333334,4
14.25,1.25,2
14.416666666666666,17.5,8
14.416666666666666,0.16666666666666666,4
14.416666666666666,1.1666666666666667,2
14.5,0.8333333333333334,2
14.666666666666666,0.16666666666666666,4
14.75,6.5,4
14.833333333333334,0.6666666666666666,4
14.916666666666666,0.75,4
15.333333333333334,0.25,2
15.333333333333334,0.25,2
15.333333333333334,0.25,2
15.5,1.5833333333333333,4
15.583333333333334,0.16666666666666666,2
15.916666666666666,2.0,2
16.0,0.16666666666666666,8
16.0,0.16666666666666666,2
16.166666666666668,5.333333333333333,8
16.25,0.5833333333333334,2
16.25,0.25,8
16.333333333333332,11.083333333333334,4
16.416666666666668,0.75,24
16.5,0.16666666666666666,2
16.666666666666668,0.16666666666666666,4
16.75,0.25,2
17.083333333333332,0.25,2
17.333333333333332,0.25,2
17.333333333333332,1.3333333333333333,2
17.416666666666668,0.75,2
17.75,3.0833333333333335,2
17.916666666666668,0.5833333333333334,4
18.0,16.916666666666668,4
18.083333333333332,1.3333333333333333,2
18.333333333333332,0.16666666666666666,2
18.416666666666668,2.3333333333333335,2
18.5,1.0,24
18.5,0.25,2
18.666666666666668,0.5,2
18.833333333333332,11.75,2
19.166666666666668,0.5,8
19.25,6.083333333333333,2
19.416666666666668,1.0833333333333333,2
19.75,9.333333333333334,2
19.75,0.4166666666666667,8
19.75,0.4166666666666667,8
19.75,0.16666666666666666,2
20.0,8.083333333333334,4
20.083333333333332,0.3333333333333333,2
20.166666666666668,7.416666666666667,4
20.25,32.916666666666664,4
20.333333333333332,0.3333333333333333,4
20.333333333333332,0.16666666666666666,2
20.416666666666668,31.083333333333332,4
20.5,0.25,8
20.5,0.25,8
20.5,14.083333333333334,2
20.583333333333332,0.16666666666666666,4
20.666666666666668,0.16666666666666666,2
20.75,0.6666666666666666,4
21.166666666666668,2.0,4
21.166666666666668,0.3333333333333333,2
21.25,1.0833333333333333,2
21.25,0.25,2
21.333333333333332,0.75,2
21.416666666666668,0.16666666666666666,4
21.416666666666668,0.25,2
21.416666666666668,0.25,8
21.416666666666668,0.25,2
21.583333333333332,2.3333333333333335,4
21.583333333333332,0.25,2
21.666666666666668,0.25,2
21.666666666666668,1.25,30
21.666666666666668,0.16666666666666666,8
21.666666666666668,0.4166666666666667,2
21.833333333333332,0.3333333333333333,2
21.833333333333332,0.16666666666666666,8
21.916666666666668,2.1666666666666665,2
22.25,0.16666666666666666,4
22.25,1.8333333333333333,2
22.333333333333332,0.25,2
22.416666666666668,0.5,4
22.416666666666668,0.25,4
22.583333333333332,0.75,4
22.666666666666668,0.6666666666666666,2
22.666666666666668,63.25,4
22.75,1.0833333333333333,4
22.833333333333332,52.166666666666664,2
23.166666666666668,0.5833333333333334,2
23.25,0.4166666666666667,4
23.416666666666668,0.5,8
23.416666666666668,6.25,2
23.5,2.6666666666666665,8
23.5,0.16666666666666666,4
23.583333333333332,0.25,4
23.666666666666668,0.16666666666666666,2
23.666666666666668,0.4166666666666667,2
23.833333333333332,0.25,2
23.916666666666668,0.16666666666666666,4
24.0,0.25,2
24.0,0.5833333333333334,4
24.166666666666668,0.3333333333333333,2
24.166666666666668,1.25,2
24.333333333333332,1.1666666666666667,2
24.333333333333332,1.1666666666666667,2
24.583333333333332,0.16666666666666666,8
24.916666666666668,26.583333333333332,8
25.0,0.16666666666666666,4
25.083333333333332,29.166666666666668,2
25.083333333333332,5.75,2
25.166666666666668,0.16666666666666666,2
25.166666666666668,4.5,2
25.25,0.16666666666666666,2
25.333333333333332,1.5833333333333333,2
25.333333333333332,0.16666666666666666,2
25.5,4.916666666666667,2
25.583333333333332,0.25,4
25.583333333333332,0.5,4
25.666666666666668,5.666666666666667,2
25.75,3.5,2
25.75,0.5833333333333334,4
25.75,0.16666666666666666,2
25.916666666666668,0.25,4
26.0,0.25,2
26.0,0.3333333333333333,2
26.083333333333332,0.16666666666666666,4
26.166666666666668,0.6666666666666666,4
26.25,65.08333333333333,4
26.25,0.5833333333333334,2
26.333333333333332,0.25,2
26.333333333333332,0.16666666666666666,2
26.5,0.3333333333333333,2
26.583333333333332,0.25,4
26.666666666666668,0.5,2
26.666666666666668,0.16666666666666666,8
27.0,0.5,2
27.0,0.6666666666666666,4
27.25,0.16666666666666666,4
27.25,1.0,2
27.333333333333332,0.9166666666666666,2
27.333333333333332,0.3333333333333333,2
27.416666666666668,0.9166666666666666,4
27.583333333333332,1.3333333333333333,8
27.75,1.1666666666666667,2
27.75,0.16666666666666666,2
27.833333333333332,32.083333333333336,2
27.916666666666668,0.6666666666666666,4
28.0,0.3333333333333333,4
28.083333333333332,0.5833333333333334,8
28.083333333333332,0.5833333333333334,8
28.166666666666668,0.8333333333333334,4
28.333333333333332,0.5,4
28.5,1.9166666666666667,4
28.583333333333332,25.0,2
28.916666666666668,0.25,2
29.0,0.8333333333333334,4
29.333333333333332,2.8333333333333335,8
29.416666666666668,0.25,8
29.416666666666668,0.25,8
29.416666666666668,0.6666666666666666,2
29.583333333333332,0.25,2
29.666666666666668,0.4166666666666667,4
29.916666666666668,1.0,2
30.083333333333332,3.0,2
30.166666666666668,0.5,2
30.416666666666668,0.4166666666666667,2
30.5,0.5,2
30.5,0.6666666666666666,8
30.583333333333332,0.5,2
30.75,2.75,2
30.75,0.25,2
30.916666666666668,0.8333333333333334,2
30.916666666666668,0.6666666666666666,2
31.083333333333332,0.25,4
31.416666666666668,0.16666666666666666,2
31.75,0.4166666666666667,2
32.0,0.5833333333333334,4
32.166666666666664,51.083333333333336,4
32.416666666666664,1.0833333333333333,2
32.75,0.16666666666666666,2
32.75,2.0833333333333335,4
33.083333333333336,0.4166666666666667,2
33.25,4.166666666666667,8
33.25,1.9166666666666667,8
33.416666666666664,0.8333333333333334,2
33.583333333333336,0.3333333333333333,8
33.583333333333336,0.4166666666666667,2
33.583333333333336,0.3333333333333333,2
33.666666666666664,0.25,2
33.666666666666664,0.5833333333333334,4
33.666666666666664,0.25,2
33.916666666666664,9.916666666666666,4
34.0,0.4166666666666667,2
34.083333333333336,0.16666666666666666,4
34.166666666666664,0.75,2
34.25,0.6666666666666666,2
34.333333333333336,0.16666666666666666,2
34.333333333333336,0.25,4
34.333333333333336,0.5,4
34.5,0.5833333333333334,4
34.583333333333336,0.5833333333333334,4
34.583333333333336,0.5833333333333334,4
34.666666666666664,2.75,2
34.666666666666664,1.0,4
35.0,0.6666666666666666,8
35.083333333333336,0.16666666666666666,8
35.416666666666664,0.16666666666666666,4
35.416666666666664,0.16666666666666666,4
35.5,13.916666666666666,4
35.666666666666664,2.75,2
35.75,0.25,4
35.916666666666664,0.16666666666666666,4
36.0,0.6666666666666666,4
36.0,0.16666666666666666,2
36.0,7.416666666666667,8
36.083333333333336,0.16666666666666666,4
36.166666666666664,2.5,2
36.166666666666664,0.16666666666666666,4
36.416666666666664,0.5,2
36.416666666666664,0.4166666666666667,4
36.416666666666664,0.16666666666666666,4
36.916666666666664,0.16666666666666666,4
36.916666666666664,0.5,2
36.916666666666664,0.25,2
37.333333333333336,3.5833333333333335,2
37.583333333333336,0.6666666666666666,4
37.583333333333336,8.166666666666666,4
37.833333333333336,17.083333333333332,2
38.0,0.3333333333333333,2
38.166666666666664,0.8333333333333334,2
38.333333333333336,0.25,2
38.666666666666664,2.1666666666666665,4
38.666666666666664,6.75,2
38.75,14.916666666666666,2
38.833333333333336,15.25,2
38.916666666666664,0.16666666666666666,4
39.166666666666664,16.25,2
39.333333333333336,0.25,4
39.333333333333336,0.25,4
39.333333333333336,0.5,2
39.416666666666664,0.6666666666666666,4
39.5,15.916666666666666,2
39.5,0.5,2
39.666666666666664,0.16666666666666666,4
39.916666666666664,0.4166666666666667,4
39.916666666666664,0.16666666666666666,2
40.0,0.25,2
40.083333333333336,1.0,2
40.083333333333336,0.16666666666666666,2
40.416666666666664,0.16666666666666666,2
40.583333333333336,0.75,4
40.583333333333336,1.0833333333333333,4
40.666666666666664,0.16666666666666666,2
40.666666666666664,0.25,2
40.833333333333336,0.16666666666666666,4
41.0,0.25,2
41.0,2.75,2
41.083333333333336,0.5833333333333334,2
41.166666666666664,30.916666666666668,2
41.583333333333336,1.1666666666666667,4
